Ticker,Sector,Share_Price,Lot_Size,Lot_Cost,Annual_Lot_Dividend,Dividend_Yield
TII,Technology,132.51,100,13251.0,191.1,1.4421
VZDX,Communication Services,165.28,100,16528.0,379.98,2.299
XJRL,Consumer Cyclical,295.09,100,29509.0,515.98,1.7486
FGCUW,Consumer Cyclical,53.57,100,5357.0,30.83,0.5755
EAG,Industrials,51.64,100,5164.0,127.23,2.4639
NBHC,Basic Materials,140.99,100,14099.0,460.87,3.2688
ZBYTC,Technology,420.19,100,42019.0,705.88,1.6799
YYBQ,Basic Materials,91.91,100,9191.0,224.66,2.4443
GSD,Technology,291.51,100,29151.0,363.14,1.2457
RKE,Real Estate,89.76,100,8976.0,471.34,5.2512
IOX,Consumer Defensive,228.37,100,22837.0,1023.81,4.4831
LZMC,Technology,267.47,100,26747.0,168.97,0.6317
ICJ,Technology,86.73,100,8673.0,198.34,2.2869
BIA,Healthcare,380.44,100,38044.0,748.09,1.9664
ILP,Utilities,115.18,100,11518.0,301.98,2.6218
SBWE,Industrials,282.57,100,28257.0,444.85,1.5743
OYKQ,Consumer Cyclical,220.51,100,22051.0,538.08,2.4401
IGFX,Consumer Cyclical,249.1,100,24910.0,522.89,2.0991
GQPXN,Industrials,233.4,100,23340.0,274.51,1.1761
BP,Financials,113.7,100,11370.0,415.82,3.6571
MZT,Healthcare,156.78,100,15678.0,245.97,1.5689
QAI,Consumer Cyclical,194.06,100,19406.0,349.83,1.8027
FJN,Industrials,162.49,100,16249.0,255.16,1.5703
TWAY,Healthcare,211.4,100,21140.0,669.81,3.1684
STKG,Healthcare,233.49,100,23349.0,481.75,2.0633
HEX,Real Estate,144.55,100,14455.0,543.36,3.759
WV,Energy,196.86,100,19686.0,509.46,2.5879
QIHI,Healthcare,392.82,100,39282.0,965.16,2.457
GSRO,Communication Services,50.51,100,5051.0,126.44,2.5032
SGD,Financials,160.46,100,16046.0,723.51,4.509
TAB,Consumer Cyclical,258.71,100,25871.0,249.94,0.9661
BUMZH,Technology,394.6,100,39460.0,325.17,0.8241
HUR,Financials,97.13,100,9713.0,315.86,3.252
QFT,Consumer Cyclical,85.98,100,8598.0,124.06,1.4429
KXK,Industrials,161.04,100,16104.0,228.56,1.4193
VXSQT,Industrials,79.62,100,7962.0,232.92,2.9254
WDH,Consumer Cyclical,157.07,100,15707.0,347.46,2.2122
RLDDZ,Consumer Defensive,178.01,100,17801.0,577.25,3.2428
QOG,Technology,79.78,100,7978.0,154.11,1.9317
YOPN,Communication Services,83.1,100,8310.0,194.06,2.3353
MJM,Technology,121.79,100,12179.0,293.24,2.4078
DIPW,Industrials,272.95,100,27295.0,704.31,2.5804
RIP,Healthcare,309.46,100,30946.0,414.02,1.3379
OLQ,Technology,228.34,100,22834.0,485.61,2.1267
QRAEN,Utilities,57.38,100,5738.0,242.58,4.2276
GPXT,Consumer Defensive,204.85,100,20485.0,767.56,3.7469
BAAI,Technology,130.41,100,13041.0,268.56,2.0593
QXK,Technology,78.91,100,7891.0,49.98,0.6334
WDNV,Healthcare,258.78,100,25878.0,677.87,2.6195
HD,Real Estate,20.7,100,2070.0,119.94,5.7943
BCF,Utilities,75.51,100,7551.0,373.59,4.9475
CKTLZ,Basic Materials,157.5,100,15750.0,200.7,1.2743
PWD,Financials,122.8,100,12280.0,341.53,2.7812
XXW,Utilities,117.84,100,11784.0,377.07,3.1998
ATD,Industrials,255.18,100,25518.0,343.69,1.3469
AMXO,Technology,442.93,100,44293.0,317.49,0.7168
OHMUU,Energy,173.83,100,17383.0,489.95,2.8186
EJK,Basic Materials,55.42,100,5542.0,145.66,2.6283
ZAY,Industrials,222.35,100,22235.0,274.94,1.2365
PAS,Consumer Defensive,65.94,100,6594.0,156.19,2.3687
CFC,Technology,420.91,100,42091.0,1019.36,2.4218
DHG,Financials,147.81,100,14781.0,369.25,2.4981
PNM,Industrials,146.44,100,14644.0,390.6,2.6673
JZUNL,Utilities,97.86,100,9786.0,466.08,4.7627
TNVH,Financials,126.77,100,12677.0,506.88,3.9984
NWTA,Healthcare,110.15,100,11015.0,341.29,3.0984
KIJC,Healthcare,128.25,100,12825.0,323.27,2.5206
GCR,Consumer Cyclical,108.64,100,10864.0,181.56,1.6712
KNIMB,Consumer Cyclical,164.07,100,16407.0,342.84,2.0896
CSO,Technology,131.36,100,13136.0,83.97,0.6392
DRHV,Industrials,195.39,100,19539.0,380.64,1.9481
DMPTI,Healthcare,126.56,100,12656.0,121.86,0.9629
CNI,Financials,163.02,100,16302.0,332.22,2.0379
EMDT,Basic Materials,107.33,100,10733.0,110.25,1.0272
LZPHO,Energy,134.24,100,13424.0,494.5,3.6837
AZYC,Financials,190.34,100,19034.0,657.52,3.4545
CJV,Healthcare,317.87,100,31787.0,1057.98,3.3284
ECX,Healthcare,78.67,100,7867.0,234.18,2.9768
BFVF,Healthcare,55.76,100,5576.0,170.28,3.0539
HKN,Consumer Cyclical,82.05,100,8205.0,125.5,1.5295
SEON,Industrials,282.74,100,28274.0,768.46,2.7179
IIT,Technology,217.33,100,21733.0,134.54,0.6191
XZQY,Consumer Defensive,193.51,100,19351.0,572.24,2.9571
HZXL,Basic Materials,198.7,100,19870.0,386.81,1.9467
ETC,Technology,234.12,100,23412.0,487.85,2.0838
GWEY,Consumer Cyclical,343.14,100,34314.0,985.06,2.8707
WFVH,Technology,97.05,100,9705.0,178.53,1.8396
DZLVH,Technology,185.8,100,18580.0,261.44,1.4071
CSG,Consumer Cyclical,172.31,100,17231.0,115.1,0.668
IBDN,Financials,178.61,100,17861.0,566.09,3.1694
HBWXI,Consumer Defensive,218.96,100,21896.0,626.7,2.8622
RZK,Utilities,108.87,100,10887.0,397.23,3.6486
SBWF,Consumer Defensive,201.92,100,20192.0,674.43,3.3401
WGNK,Technology,347.87,100,34787.0,760.21,2.1853
AFI,Industrials,228.26,100,22826.0,428.58,1.8776
MGL,Financials,71.43,100,7143.0,169.01,2.3661
NYF,Communication Services,174.28,100,17428.0,177.99,1.0213
OOWV,Financials,72.41,100,7241.0,192.9,2.6639
HISVV,Utilities,114.65,100,11465.0,562.27,4.9042
XTP,Industrials,288.81,100,28881.0,406.34,1.4069
OPCJ,Basic Materials,82.13,100,8213.0,106.97,1.3025
SIQ,Healthcare,171.94,100,17194.0,264.15,1.5363
JQGP,Real Estate,131.46,100,13146.0,819.01,6.2301
PLQR,Consumer Cyclical,139.84,100,13984.0,342.42,2.4486
OJGN,Financials,58.99,100,5899.0,206.66,3.5033
AGGI,Communication Services,62.47,100,6247.0,243.32,3.895
OWQM,Consumer Cyclical,219.55,100,21955.0,307.94,1.4026
FCU,Financials,88.75,100,8875.0,176.04,1.9835
KFX,Industrials,292.45,100,29245.0,613.63,2.0983
XZFS,Healthcare,41.22,100,4122.0,69.44,1.6846
VXG,Healthcare,387.9,100,38790.0,541.04,1.3948
TBTVP,Financials,156.03,100,15603.0,761.08,4.8778
FISZ,Industrials,164.06,100,16406.0,568.06,3.4625
QCUW,Utilities,71.01,100,7101.0,180.15,2.537
LMH,Industrials,271.83,100,27183.0,776.94,2.8582
VSLB,Communication Services,295.31,100,29531.0,591.75,2.0038
PNL,Industrials,92.82,100,9282.0,268.64,2.8942
QE,Consumer Defensive,188.91,100,18891.0,436.66,2.3115
MNN,Industrials,151.54,100,15154.0,335.44,2.2136
SZUG,Energy,126.25,100,12625.0,681.23,5.3959
TGIX,Energy,213.73,100,21373.0,1189.91,5.5674
JTD,Basic Materials,81.4,100,8140.0,88.59,1.0884
OYQ,Energy,187.77,100,18777.0,628.34,3.3463
MLFJ,Basic Materials,146.67,100,14667.0,500.07,3.4095
UXZ,Energy,122.58,100,12258.0,595.42,4.8574
PFD,Utilities,69.49,100,6949.0,275.84,3.9695
OEF,Industrials,182.77,100,18277.0,445.23,2.436
HMX,Healthcare,339.41,100,33941.0,670.65,1.9759
LJB,Consumer Cyclical,163.74,100,16374.0,269.01,1.6429
MV,Technology,301.68,100,30168.0,106.23,0.3521
IWP,Healthcare,348.17,100,34817.0,383.76,1.1022
LJHU,Healthcare,56.3,100,5630.0,52.61,0.9344
LMB,Basic Materials,165.37,100,16537.0,593.77,3.5905
RGPD,Financials,33.98,100,3398.0,141.37,4.1603
WTK,Technology,416.85,100,41685.0,902.62,2.1653
HXS,Healthcare,395.02,100,39502.0,344.64,0.8725
OXBTW,Technology,237.15,100,23715.0,528.87,2.2301
NIAW,Healthcare,98.03,100,9803.0,118.21,1.2058
XG,Healthcare,59.2,100,5920.0,111.3,1.8801
NYZT,Industrials,285.6,100,28560.0,755.62,2.6457
VTN,Technology,308.27,100,30827.0,134.39,0.436
FIYS,Technology,130.7,100,13070.0,56.01,0.4285
WMILG,Financials,122.3,100,12230.0,257.39,2.1046
WUT,Consumer Cyclical,155.68,100,15568.0,303.33,1.9484
VSBAY,Financials,80.58,100,8058.0,228.77,2.839
VMOY,Utilities,38.77,100,3877.0,97.09,2.5041
QUN,Real Estate,86.87,100,8687.0,584.54,6.7289
JNL,Consumer Cyclical,148.72,100,14872.0,297.85,2.0027
NBGE,Consumer Defensive,242.19,100,24219.0,961.24,3.969
EESPX,Utilities,115.25,100,11525.0,289.55,2.5123
IDL,Technology,395.19,100,39519.0,362.18,0.9165
RNY,Consumer Cyclical,264.32,100,26432.0,329.75,1.2475
WVBBZ,Energy,39.61,100,3961.0,93.03,2.3486
AYX,Financials,70.8,100,7080.0,330.98,4.6748
FTJ,Consumer Cyclical,315.7,100,31570.0,557.66,1.7664
TAV,Real Estate,24.3,100,2430.0,90.88,3.7398
EAHA,Energy,196.08,100,19608.0,909.72,4.6395
YPP,Healthcare,208.2,100,20820.0,350.42,1.6831
EEWIR,Energy,229.22,100,22922.0,1048.88,4.5758
FGN,Healthcare,194.73,100,19473.0,453.52,2.329
NPTLO,Technology,448.75,100,44875.0,480.14,1.0699
ZAK,Consumer Cyclical,90.63,100,9063.0,69.73,0.7694
VO,Technology,185.92,100,18592.0,190.3,1.0236
NCC,Technology,236.17,100,23617.0,396.03,1.6769
BKWZ,Consumer Cyclical,161.57,100,16157.0,269.89,1.6704
LRC,Consumer Defensive,221.71,100,22171.0,448.1,2.0211
CYPCG,Basic Materials,174.03,100,17403.0,542.19,3.1155
COJ,Industrials,183.58,100,18358.0,504.49,2.7481
EMI,Consumer Cyclical,280.3,100,28030.0,523.59,1.868
JRWRL,Basic Materials,170.64,100,17064.0,406.09,2.3798
WDFM,Consumer Cyclical,216.45,100,21645.0,374.09,1.7283
KHT,Communication Services,116.05,100,11605.0,437.42,3.7693
KSQ,Industrials,230.52,100,23052.0,497.75,2.1593
BZN,Consumer Defensive,148.62,100,14862.0,325.51,2.1902
ACNL,Industrials,169.33,100,16933.0,472.04,2.7877
HPB,Industrials,251.26,100,25126.0,604.55,2.4061
PJSQ,Utilities,42.87,100,4287.0,121.16,2.8263
CBB,Healthcare,56.61,100,5661.0,145.68,2.5734
TKC,Utilities,107.96,100,10796.0,591.75,5.4812
NGM,Real Estate,124.35,100,12435.0,706.89,5.6847
DIYZ,Consumer Defensive,84.02,100,8402.0,230.88,2.748
OXR,Industrials,124.28,100,12428.0,130.32,1.0486
CIE,Technology,256.56,100,25656.0,205.2,0.7998
BSKA,Financials,42.61,100,4261.0,74.7,1.753
EXY,Utilities,108.0,100,10800.0,353.23,3.2706
XNL,Consumer Defensive,56.89,100,5689.0,227.5,3.9989
AIOJ,Healthcare,150.2,100,15020.0,396.83,2.642
YDTG,Technology,53.86,100,5386.0,95.28,1.7691
DS,Utilities,55.34,100,5534.0,232.38,4.1991
NZUUC,Financials,100.17,100,10017.0,424.74,4.2402
USY,Financials,62.62,100,6262.0,212.87,3.3994
SJWM,Technology,163.29,100,16329.0,164.07,1.0048
JRXK,Consumer Defensive,216.21,100,21621.0,921.71,4.263
YPLL,Basic Materials,177.77,100,17777.0,471.73,2.6536
QHYKR,Consumer Defensive,196.19,100,19619.0,864.56,4.4067
LYNVV,Healthcare,125.31,100,12531.0,367.14,2.9299
YTV,Technology,70.88,100,7088.0,131.42,1.8542
LKY,Real Estate,99.46,100,9946.0,316.8,3.1852
MIAZT,Basic Materials,66.09,100,6609.0,251.73,3.8089
TNXD,Technology,323.27,100,32327.0,417.57,1.2917
KMQZ,Technology,297.42,100,29742.0,280.64,0.9436
LJN,Utilities,59.53,100,5953.0,198.6,3.3362
NLV,Healthcare,234.82,100,23482.0,758.31,3.2293
CPRG,Technology,404.96,100,40496.0,451.75,1.1156
ETK,Basic Materials,82.65,100,8265.0,140.51,1.7001
DHK,Healthcare,398.73,100,39873.0,1226.8,3.0768
ESSW,Consumer Defensive,102.11,100,10211.0,333.35,3.2646
VYRUS,Technology,160.41,100,16041.0,84.41,0.5262
UVAMB,Consumer Cyclical,339.77,100,33977.0,756.8,2.2274
ZRXM,Industrials,282.37,100,28237.0,957.43,3.3907
OHFP,Communication Services,243.76,100,24376.0,480.41,1.9708
POIT,Communication Services,100.14,100,10014.0,358.88,3.5838
NBHE,Technology,253.05,100,25305.0,470.14,1.8579
PBIF,Communication Services,58.38,100,5838.0,198.4,3.3985
KZN,Industrials,83.08,100,8308.0,189.86,2.2853
LTU,Healthcare,325.74,100,32574.0,427.3,1.3118
SSE,Healthcare,354.68,100,35468.0,1186.21,3.3444
SES,Industrials,207.35,100,20735.0,369.78,1.7833
ZOIR,Industrials,207.65,100,20765.0,251.26,1.21
FIR,Basic Materials,76.92,100,7692.0,283.09,3.6803
ZCN,Technology,258.86,100,25886.0,614.93,2.3755
ULTF,Real Estate,116.54,100,11654.0,374.11,3.2101
SXVM,Energy,31.03,100,3103.0,120.88,3.8957
VNW,Healthcare,291.07,100,29107.0,885.55,3.0424
NJW,Industrials,58.31,100,5831.0,199.96,3.4293
WRF,Technology,315.53,100,31553.0,169.58,0.5374
WNW,Energy,217.28,100,21728.0,1031.13,4.7456
ILTN,Energy,62.21,100,6221.0,254.35,4.0886
GKA,Real Estate,21.33,100,2133.0,93.7,4.3928
JVK,Energy,91.77,100,9177.0,504.57,5.4982
MDBG,Consumer Defensive,174.36,100,17436.0,602.49,3.4554
IFDI,Energy,158.04,100,15804.0,730.35,4.6213
CHR,Basic Materials,145.09,100,14509.0,149.28,1.0288
MXV,Energy,165.11,100,16511.0,822.2,4.9797
NQTK,Utilities,28.61,100,2861.0,97.19,3.3971
RE,Technology,87.72,100,8772.0,190.91,2.1763
RQD,Communication Services,112.03,100,11203.0,82.09,0.7327
UBW,Technology,288.67,100,28867.0,490.16,1.698
JXKO,Industrials,220.46,100,22046.0,724.94,3.2883
JVZZ,Financials,65.13,100,6513.0,250.77,3.8502
CJTE,Consumer Cyclical,203.02,100,20302.0,286.33,1.4104
JVQV,Communication Services,185.82,100,18582.0,642.15,3.4558
MYZR,Healthcare,85.97,100,8597.0,155.24,1.8058
HJZB,Communication Services,215.38,100,21538.0,198.92,0.9236
RPSL,Technology,270.12,100,27012.0,322.73,1.1948
LAYFR,Utilities,91.52,100,9152.0,316.78,3.4613
WAGY,Industrials,43.57,100,4357.0,47.76,1.0962
MZV,Industrials,94.97,100,9497.0,182.18,1.9183
RCI,Basic Materials,81.52,100,8152.0,102.06,1.252
SCU,Healthcare,139.88,100,13988.0,157.3,1.1246
CLBV,Technology,142.08,100,14208.0,164.03,1.1545
PKMQ,Technology,327.6,100,32760.0,618.5,1.888
HJMS,Healthcare,51.93,100,5193.0,101.18,1.9484
VPKXP,Basic Materials,50.98,100,5098.0,79.51,1.5597
IYHW,Consumer Defensive,145.97,100,14597.0,419.57,2.8743
CYOM,Industrials,66.68,100,6668.0,137.69,2.065
QTGQ,Technology,422.31,100,42231.0,896.92,2.1239
GBI,Technology,325.42,100,32542.0,266.73,0.8196
SVE,Utilities,55.7,100,5570.0,209.87,3.7678
HSU,Basic Materials,108.12,100,10812.0,408.93,3.7822
YXB,Financials,48.54,100,4854.0,172.44,3.5525
JBV,Technology,377.61,100,37761.0,226.49,0.5998
UNZ,Industrials,57.42,100,5742.0,143.56,2.5003
SBIWH,Financials,181.25,100,18125.0,609.16,3.3609
OELY,Technology,142.15,100,14215.0,185.79,1.307
FNBW,Basic Materials,173.24,100,17324.0,176.74,1.0202
OJYCT,Healthcare,146.6,100,14660.0,423.77,2.8906
GGLZ,Technology,389.43,100,38943.0,156.9,0.4029
TTR,Consumer Cyclical,121.82,100,12182.0,64.61,0.5304
LTA,Real Estate,90.67,100,9067.0,408.22,4.5022
OLIE,Financials,54.63,100,5463.0,160.27,2.9338
HDR,Real Estate,49.22,100,4922.0,185.98,3.7785
VGRSB,Basic Materials,194.29,100,19429.0,685.58,3.5286
DUI,Communication Services,116.92,100,11692.0,265.62,2.2718
CLN,Utilities,66.02,100,6602.0,265.27,4.0181
ICV,Consumer Cyclical,102.36,100,10236.0,298.89,2.92
PGW,Consumer Cyclical,171.9,100,17190.0,454.42,2.6435
TJR,Healthcare,105.7,100,10570.0,179.15,1.6948
TTELG,Industrials,167.96,100,16796.0,385.25,2.2937
HXV,Financials,161.7,100,16170.0,316.88,1.9597
SYYQ,Technology,385.25,100,38525.0,398.73,1.035
ZBDA,Financials,45.2,100,4520.0,88.59,1.9599
PETT,Financials,114.06,100,11406.0,568.95,4.9882
AVX,Basic Materials,62.33,100,6233.0,101.79,1.633
JEVSP,Technology,447.3,100,44730.0,940.19,2.1019
KUQS,Utilities,118.73,100,11873.0,445.73,3.7542
DIWEK,Communication Services,202.43,100,20243.0,769.53,3.8015
DDG,Consumer Defensive,201.72,100,20172.0,847.56,4.2017
OVC,Technology,248.06,100,24806.0,604.34,2.4362
DIAR,Communication Services,235.02,100,23502.0,776.36,3.3034
RAQW,Energy,68.24,100,6824.0,329.79,4.8328
TWM,Healthcare,77.58,100,7758.0,102.06,1.3155
CA,Basic Materials,166.38,100,16638.0,619.26,3.7219
RJZT,Real Estate,97.5,100,9750.0,602.01,6.1745
ENYC,Technology,74.85,100,7485.0,126.19,1.6859
WSYQU,Consumer Defensive,219.52,100,21952.0,459.38,2.0926
WR,Technology,404.55,100,40455.0,387.83,0.9587
WZV,Financials,73.11,100,7311.0,209.36,2.8637
IMGG,Healthcare,194.72,100,19472.0,210.81,1.0826
TVZH,Industrials,158.38,100,15838.0,199.43,1.2592
LDLK,Communication Services,83.48,100,8348.0,234.85,2.8132
KWWF,Real Estate,65.25,100,6525.0,367.88,5.6381
GPF,Real Estate,30.66,100,3066.0,205.85,6.714
JQG,Technology,358.53,100,35853.0,356.8,0.9952
NCHH,Industrials,158.87,100,15887.0,216.69,1.364
YVAW,Healthcare,62.67,100,6267.0,88.53,1.4126
DYA,Consumer Defensive,74.36,100,7436.0,133.59,1.7965
NXBXM,Basic Materials,79.25,100,7925.0,154.77,1.9529
QDN,Communication Services,169.09,100,16909.0,621.07,3.673
WZKC,Consumer Cyclical,237.03,100,23703.0,173.96,0.7339
FTEYS,Healthcare,174.15,100,17415.0,365.08,2.0964
SMM,Healthcare,45.15,100,4515.0,61.03,1.3517
GRLZ,Healthcare,387.75,100,38775.0,708.88,1.8282
CWIK,Healthcare,317.68,100,31768.0,397.47,1.2512
MOG,Technology,242.72,100,24272.0,395.36,1.6289
DIZPU,Real Estate,25.32,100,2532.0,104.1,4.1115
VILU,Consumer Cyclical,146.47,100,14647.0,428.85,2.9279
YIXQU,Utilities,63.42,100,6342.0,228.3,3.5997
IQW,Technology,385.12,100,38512.0,537.45,1.3955
IBE,Technology,340.51,100,34051.0,744.63,2.1868
WIALF,Energy,120.39,100,12039.0,322.85,2.6817
EVF,Healthcare,121.51,100,12151.0,274.32,2.2576
ZTYM,Consumer Defensive,90.05,100,9005.0,391.86,4.3516
VUL,Financials,35.58,100,3558.0,125.95,3.5399
USH,Energy,181.72,100,18172.0,800.77,4.4066
THVB,Utilities,80.74,100,8074.0,233.85,2.8963
AU,Technology,212.7,100,21270.0,529.15,2.4878
AVRUX,Technology,80.79,100,8079.0,56.73,0.7022
QOI,Real Estate,138.25,100,13825.0,854.58,6.1814
BK,Real Estate,29.58,100,2958.0,153.16,5.1777
PJNJP,Financials,193.43,100,19343.0,300.27,1.5524
AHDW,Industrials,52.96,100,5296.0,142.24,2.6857
ETNG,Real Estate,73.71,100,7371.0,246.01,3.3375
IPLVW,Technology,95.76,100,9576.0,55.84,0.5831
UMW,Industrials,245.83,100,24583.0,527.17,2.1444
GMF,Healthcare,269.4,100,26940.0,832.41,3.0899
HMSNP,Healthcare,76.79,100,7679.0,140.17,1.8254
HPXOQ,Technology,351.61,100,35161.0,252.64,0.7185
KFUY,Utilities,65.59,100,6559.0,186.78,2.8476
LORX,Industrials,142.12,100,14212.0,215.21,1.5143
GHH,Energy,38.33,100,3833.0,82.6,2.1549
GSPZJ,Financials,137.73,100,13773.0,674.92,4.9003
WRXS,Consumer Defensive,63.4,100,6340.0,138.73,2.1882
FPPXH,Utilities,25.61,100,2561.0,125.55,4.9023
ZYZEJ,Financials,74.49,100,7449.0,250.14,3.358
MKY,Industrials,285.48,100,28548.0,541.62,1.8972
XZD,Industrials,212.46,100,21246.0,706.79,3.3267
PGRN,Technology,224.76,100,22476.0,483.06,2.1492
RY,Industrials,193.54,100,19354.0,232.63,1.202
RYWSS,Energy,155.44,100,15544.0,741.86,4.7726
NLCUN,Industrials,202.03,100,20203.0,676.8,3.35
EKJG,Technology,118.55,100,11855.0,42.65,0.3597
DUTDZ,Energy,32.76,100,3276.0,157.86,4.8188
WZBO,Consumer Defensive,77.91,100,7791.0,343.64,4.4108
SZWK,Utilities,44.02,100,4402.0,241.0,5.4747
WVFV,Financials,104.85,100,10485.0,294.52,2.8089
UDWJ,Industrials,131.76,100,13176.0,216.52,1.6433
JJGW,Technology,422.36,100,42236.0,430.65,1.0196
PCUQ,Utilities,39.6,100,3960.0,152.43,3.8493
GVAV,Real Estate,16.01,100,1601.0,89.27,5.5759
MYBS,Healthcare,387.42,100,38742.0,1142.51,2.949
DCR,Communication Services,145.98,100,14598.0,130.1,0.8912
VQR,Financials,45.98,100,4598.0,166.22,3.6151
GHXPT,Communication Services,254.14,100,25414.0,916.58,3.6066
HDE,Consumer Cyclical,286.14,100,28614.0,695.25,2.4298
IRWFU,Real Estate,56.09,100,5609.0,382.71,6.8232
JMD,Technology,447.16,100,44716.0,485.93,1.0867
YYLI,Real Estate,142.16,100,14216.0,762.8,5.3658
ERP,Real Estate,54.17,100,5417.0,245.08,4.5242
KEE,Real Estate,66.21,100,6621.0,290.4,4.386
KMI,Financials,99.39,100,9939.0,372.75,3.7504
HSUH,Healthcare,243.45,100,24345.0,530.12,2.1775
XST,Energy,32.6,100,3260.0,70.53,2.1635
RDXTN,Healthcare,264.46,100,26446.0,397.43,1.5028
IPSHM,Utilities,80.17,100,8017.0,437.55,5.4578
BLVNH,Utilities,25.79,100,2579.0,128.82,4.9948
YS,Communication Services,262.77,100,26277.0,366.95,1.3965
KY,Technology,436.27,100,43627.0,902.82,2.0694
HFBAW,Healthcare,395.29,100,39529.0,1303.02,3.2964
PAQBS,Healthcare,377.77,100,37777.0,306.58,0.8116
VIRV,Healthcare,390.06,100,39006.0,799.81,2.0505
QLDD,Real Estate,122.15,100,12215.0,458.16,3.7508
MRW,Utilities,106.36,100,10636.0,268.14,2.521
JNE,Technology,317.47,100,31747.0,419.92,1.3227
MHLA,Healthcare,266.62,100,26662.0,247.39,0.9279
NZWWL,Energy,111.96,100,11196.0,444.69,3.9718
QDMQX,Consumer Defensive,112.5,100,11250.0,323.13,2.8723
RGJ,Technology,373.71,100,37371.0,360.53,0.9647
HOQU,Financials,99.85,100,9985.0,295.22,2.9566
PLYU,Healthcare,366.62,100,36662.0,426.31,1.1628
SUB,Technology,174.41,100,17441.0,279.78,1.6042
DPE,Basic Materials,112.15,100,11215.0,174.04,1.5519
OBWWL,Consumer Defensive,36.15,100,3615.0,62.24,1.7219
UDMXD,Consumer Cyclical,178.76,100,17876.0,159.47,0.8921
NEJE,Healthcare,258.51,100,25851.0,872.2,3.3739
CTA,Communication Services,211.65,100,21165.0,488.91,2.31
IQJ,Industrials,174.05,100,17405.0,608.55,3.4964
CX,Financials,84.29,100,8429.0,169.83,2.0149
MGK,Consumer Cyclical,347.42,100,34742.0,1023.3,2.9454
TQUH,Technology,163.34,100,16334.0,247.05,1.5125
YIR,Financials,143.93,100,14393.0,319.99,2.2232
BTH,Healthcare,360.21,100,36021.0,1182.06,3.2816
AAIV,Technology,299.66,100,29966.0,229.23,0.765
NBAA,Financials,136.33,100,13633.0,428.75,3.145
SWSF,Consumer Cyclical,223.34,100,22334.0,213.58,0.9563
OEQ,Consumer Cyclical,301.54,100,30154.0,441.15,1.463
CXHM,Basic Materials,191.71,100,19171.0,633.77,3.3059
FZA,Basic Materials,122.06,100,12206.0,221.55,1.8151
RSYU,Financials,86.22,100,8622.0,325.4,3.7741
MQM,Financials,183.93,100,18393.0,860.43,4.678
WZD,Real Estate,96.33,100,9633.0,565.76,5.8731
QYBYL,Consumer Cyclical,183.59,100,18359.0,537.48,2.9276
RUGL,Communication Services,158.58,100,15858.0,626.5,3.9507
FOHB,Healthcare,174.47,100,17447.0,540.28,3.0967
DMPT,Utilities,52.66,100,5266.0,260.1,4.9391
KOK,Basic Materials,59.62,100,5962.0,179.16,3.005
YSJRL,Communication Services,118.29,100,11829.0,186.97,1.5806
IGVIN,Energy,64.35,100,6435.0,141.07,2.1922
GEP,Financials,93.41,100,9341.0,190.47,2.0391
HOUH,Healthcare,297.27,100,29727.0,759.0,2.5532
IBY,Financials,47.83,100,4783.0,166.34,3.4778
TDKGZ,Technology,70.71,100,7071.0,33.63,0.4756
MSC,Consumer Cyclical,158.26,100,15826.0,396.83,2.5074
OVN,Financials,179.49,100,17949.0,809.94,4.5125
FMG,Industrials,224.43,100,22443.0,294.33,1.3115
KYZ,Financials,133.44,100,13344.0,616.01,4.6164
RDMM,Industrials,154.02,100,15402.0,438.34,2.846
IPK,Industrials,128.8,100,12880.0,273.66,2.1247
MFR,Industrials,161.72,100,16172.0,533.31,3.2978
BDGR,Financials,120.94,100,12094.0,508.81,4.2071
DII,Utilities,96.29,100,9629.0,512.24,5.3197
UQSCH,Technology,229.36,100,22936.0,457.88,1.9963
WFW,Real Estate,47.28,100,4728.0,167.93,3.5517
EXCPJ,Financials,79.73,100,7973.0,139.23,1.7463
VOLII,Technology,179.67,100,17967.0,275.64,1.5341
YI,Consumer Cyclical,215.11,100,21511.0,579.87,2.6957
KVZ,Communication Services,88.97,100,8897.0,340.97,3.8324
QHY,Technology,379.72,100,37972.0,184.55,0.486
PXY,Industrials,281.38,100,28138.0,323.96,1.1513
SCFVM,Healthcare,358.41,100,35841.0,700.1,1.9533
VODV,Utilities,66.73,100,6673.0,315.13,4.7225
QOM,Healthcare,343.38,100,34338.0,886.43,2.5815
TBX,Consumer Cyclical,290.41,100,29041.0,263.13,0.9061
VBQRT,Utilities,103.13,100,10313.0,271.42,2.6318
HWIV,Financials,58.53,100,5853.0,202.5,3.4598
EMGK,Technology,396.52,100,39652.0,448.17,1.1303
VLL,Energy,177.12,100,17712.0,993.7,5.6103
OMKOQ,Technology,346.0,100,34600.0,628.7,1.817
AUXR,Consumer Defensive,135.45,100,13545.0,503.72,3.7189
VUA,Consumer Cyclical,282.14,100,28214.0,510.92,1.8109
ZJW,Financials,123.7,100,12370.0,559.74,4.525
PMJ,Consumer Cyclical,109.18,100,10918.0,205.02,1.8778
PSD,Energy,58.08,100,5808.0,161.95,2.7884
ZHW,Technology,235.46,100,23546.0,502.25,2.1331
MYYR,Technology,238.19,100,23819.0,376.13,1.5791
BCV,Financials,51.58,100,5158.0,213.77,4.1444
UPRK,Financials,190.23,100,19023.0,285.48,1.5007
TKOB,Healthcare,268.18,100,26818.0,439.61,1.6392
AAD,Technology,284.54,100,28454.0,658.25,2.3134
